57268.7399768519,19.57,0.0595148029482273
57452.5075925926,19.53,0.0580931599015801
57452.6837615741,19.54,0.0584453548783867
57486.4155787037,19.61,0.0609712361311919
57486.4895949074,19.55,0.0587996850687348
57501.921712963,19.61,0.0609712361311919
57691.6900347222,19.55,0.0587996850687348
57691.7640393519,19.57,0.0595148029482273
57691.9401851852,19.58,0.0598756167631327
57692.0141898148,19.67,0.0632229854806187
57781.7487962963,19.6,0.0606038200527067
57781.9989814815,19.57,0.0595148029482273
57791.2543865741,19.6,0.0606038200527067
57791.5785763889,19.6,0.0606038200527067
57828.1145138889,19.52,0.0577430872713985
57970.0892361111,19.55,0.0587996850687348
57985.8428819444,19.52,0.0577430872713985
57985.9168865741,19.57,0.0595148029482273
58020.3925462963,19.58,0.0598756167631327
58154.1000694444,19.6,0.0606038200527067
58154.1740856482,19.62,0.0613408797025089
58203.8401967593,19.57,0.0595148029482273
58344.1338541667,19.45,0.055350939910238
58344.2078587963,19.56,0.0591561634175474
58366.6315162037,19.5,0.0570492579704633
58396.1161111111,19.53,0.0580931599015801
58528.3972800926,19.59,0.0602386180440565
58528.4712847222,19.54,0.0584453548783867
58552.3950925926,19.49,0.0567054759516944
58714.3444791667,19.58,0.0598756167631327
58714.4184722222,19.58,0.0598756167631327
58739.7037962963,19.56,0.0591561634175474
58899.8833912037,19.53,0.0580931599015801
58926.6066898148,19.55,0.0587996850687348
58926.6807060185,19.53,0.0580931599015801
58950.8944675926,19.54,0.0584453548783867
59075.6328819444,19.45,0.055350939910238
59075.7068865741,19.48,0.0563637655825955
59098.4536805556,19.49,0.0567054759516944
59259.7203819445,19.21,0.0478767872964371
59259.8965509259,19.23,0.0484590616159053
59284.3937152778,19.03,0.0429412814033397
59310.6384606482,17.49,0.0169287542303659
59310.7124768519,17.49,0.0169287542303659
59450.9294444444,19.06,0.0437270319665597
59478.6677199074,19.09,0.044527160394795
59502.6620486111,19.16,0.046451527522275
59502.7360416667,19.2,0.0475882790988817
59634.9452662037,19.49,0.0567054759516944
59664.1843865741,19.52,0.0577430872713985
59664.2583912037,19.45,0.055350939910238
59685.5103009259,19.5,0.0570492579704633
59685.6864699074,19.52,0.0577430872713985
59826.4767013889,19.51,0.057395124198463
59826.5506944444,19.53,0.0580931599015801
59876.9576388889,19.51,0.057395124198463
59877.0316435185,19.54,0.0584453548783867
60044.7258564815,19.56,0.0591561634175474
60044.7998726852,19.57,0.0595148029482273
60059.3059953704,19.58,0.0598756167631327
60059.4821759259,19.54,0.0584453548783867
